Date,Startup Name,Vertical,Sub-Vertical,City,Type,Amount (in USD),Remarks
14/04/2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,Seed Funding,N/A,
14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,Seed Funding,100000,
15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,Seed Funding,N/A,
15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Seed Funding,1000000,
15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,Seed Funding,N/A,
15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Private Equity,15000000,
15/04/2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,Seed Funding,N/A,
15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Seed Funding,N/A,
15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Private Equity,30000000,
15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Seed Funding,150000,
18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,Private Equity,N/A,
18/04/2016,Yufta,eCommerce,Womens Fashion ECommerce Portal,Bangalore,Seed Funding,N/A,
18/04/2016,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurgaon,Seed Funding,N/A,
18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,Seed Funding,N/A,
18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Private Equity,10000000,
18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,Seed Funding,N/A,
19/04/2016,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,Private Equity,1500000,
19/04/2016,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,Seed Funding,450000,
19/04/2016,LensKart,eCommerce,Eyewear etailing platform,New Delhi,Private Equity,N/A,
19/04/2016,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Private Equity,2000000,
19/04/2016,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,Seed Funding,N/A,
19/04/2016,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,Private Equity,N/A,
19/04/2016,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Private Equity,N/A,
20/04/2016,1mg,eCommerce,Online Pharmacy,Gurgaon,Private Equity,15000000,
20/04/2016,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,Seed Funding,N/A,
20/04/2016,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Seed Funding,N/A,
21/04/2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,Seed Funding,N/A,
21/04/2016,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,Seed Funding,N/A,
21/04/2016,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,Private Equity,N/A,
22/04/2016,Licious,eCommerce,Mobile based Meat ordering App,Bangalore,Private Equity,3000000,
22/04/2016,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,Private Equity,N/A,
22/04/2016,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,Private Equity,N/A,
22/04/2016,TOKO Innovation Studios,Consumer Internet,Childrens Entertainment Games & Products,New Delhi,Seed Funding,450000,
25/04/2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,Seed Funding,200000,
25/04/2016,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Seed Funding,N/A,
25/04/2016,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,Seed Funding,550000,
26/04/2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,Private Equity,15000000,
26/04/2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,Private Equity,1300000,
26/04/2016,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Private Equity,15000000,
27/04/2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,Seed Funding,500000,
27/04/2016,CareonGO,Consumer Internet,Online Pharmacy,,Seed Funding,N/A,
27/04/2016,RailYatri,Consumer Internet,Train Related Information portal,Noida,Private Equity,N/A,
27/04/2016,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Seed Funding,450000,
27/04/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Private Equity,N/A,
28/04/2016,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Seed Funding,600000,
28/04/2016,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,Private Equity,1200000,
29/04/2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,Seed Funding,500000,
29/04/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,Private Equity,100000,
1/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,Seed Funding,N/A,
1/5/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,Seed Funding,376000,
1/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Seed Funding,145000,
2/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,Seed Funding,N/A,
3/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,Private Equity,50000000,
3/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Private Equity,N/A,
3/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Seed Funding,250000,
3/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Seed Funding,N/A,
3/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,Seed Funding,180000,
3/5/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Private Equity,N/A,
4/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,Seed Funding,200000,
4/5/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,Private Equity,60000000,
4/5/2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,Private Equity,12000000,
4/5/2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Seed Funding,200000,
4/5/2016,Comarete,Technology,Telecom & Media IT services company,Pune,Seed Funding,200000,
4/5/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Seed Funding,150000,
4/5/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Seed Funding,500000,
4/5/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Seed Funding,500000,
4/5/2016,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Seed Funding,500000,
5/5/2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,Private Equity,N/A,
5/5/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Seed Funding,375000,
6/5/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,Private Equity,1000000,
6/5/2016,Meesho,eCommerce,Social commerce platform,Bangalore,Seed Funding,N/A,
7/5/2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Seed Funding,75000,
9/5/2016,Locus,Technology,Logistics Intelligence platform,Bangalore,Private Equity,2750000,
9/5/2016,Toko Innovations,Consumer Internet,Childrens Entertainment Portal,Bangalore,Seed Funding,450000,
10/5/2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,Private Equity,6000000,
10/5/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,Private Equity,1500000,
10/5/2016,InnoNano Research,Technology,Clean Water Technology,Chennai,Private Equity,18000000,
10/5/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Seed Funding,1500000,
10/5/2016,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,Private Equity,7000000,
11/5/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Private Equity,900000,
11/5/2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,Private Equity,N/A,
11/5/2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Private Equity,100000000,
12/5/2016,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,Seed Funding,500000,
12/5/2016,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,Private Equity,25000000,
12/5/2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,Private Equity,150000,
12/5/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,Seed Funding,N/A,
12/5/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,Seed Funding,N/A,
12/5/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,Seed Funding,N/A,
12/5/2016,Derbii,Logistics,Carpooling Services,Gurgaon,Seed Funding,N/A,
13/05/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,Private Equity,13500000,
13/05/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Private Equity,2200000,
16/05/2016,Smartivity,eCommerce,Smart Learning products,Delhi,Private Equity,1000000,
16/05/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,Private Equity,N/A,
17/05/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Private Equity,N/A,
17/05/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,Private Equity,N/A,
17/05/2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,Seed Funding,N/A,
18/05/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,Seed Funding,250000,
18/05/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Seed Funding,100000,
18/05/2016,Fundamentor,Education,Aptitude Development Program,Pune,Seed Funding,N/A,
18/05/2016,EduPristine,Education,Online Certification Courses,Mumbai,Private Equity,10000000,
18/05/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Private Equity,1000000,
18/05/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,Seed Funding,N/A,
19/05/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Seed Funding,1000000,
19/05/2016,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Private Equity,N/A,
19/05/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Seed Funding,500000,
19/05/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,Seed Funding,500000,
